Address,Zip,Zillow ID,Tax,Tax_Year,Home Type,Home Size,Bathrooms,Bedrooms,Last Sold Date,Last Sold Price,Zestimate Amount,Zestimate Date,Zestimate Value Change
233 E 13th St 607 ,60605,70475314,27070.0,2017,Condominium,78844,,,05/05/2006,37000,30163,04/03/2019,562
233 E 13th St 608 ,60605,70474985,187550.0,2017,Condominium,78844,,1,,,270124,04/03/2019,15537
233 E 13th St 609 ,60605,70474986,300550.0,2017,Condominium,78844,,,12/09/2009,408500,452718,04/03/2019,17357
233 E 13th St 610 ,60605,70474987,250870.0,2017,Condominium,78844,2.0,2,06/23/2015,390500,401278,04/03/2019,25354
233 E 13th St 701 ,60605,70450102,27070.0,2017,MultiFamily2To4,78844,2.0,2,12/27/2012,350000,433720,04/03/2019,7432
233 E 13th St 702 ,60605,70474988,388270.0,2017,Condominium,78844,2.0,2,10/26/2017,575000,540716,04/03/2019,9809
233 E 13th St 703 ,60605,70475323,27070.0,2017,Condominium,78844,,2,01/06/2005,514500,30163,04/03/2019,562
233 E 13th St 704 ,60605,70474990,270700.0,2017,Condominium,78844,1.0,1,04/28/2017,350000,339111,04/03/2019,12628
233 E 13th St 705 ,60605,70474991,810400.0,2017,Condominium,78844,3.0,3,12/09/2016,892000,1064064,04/03/2019,11891
233 E 13th St 706 ,60605,70475416,27070.0,2017,Condominium,78844,2.0,2,10/16/2015,621000,30163,04/03/2019,562
233 E 13th St 707 ,60605,70474993,288820.0,2017,MultiFamily2To4,78844,2.0,2,08/12/2008,465000,485446,04/03/2019,23146
233 E 13th St 708 ,60605,70474994,189360.0,2017,Condominium,78668,1.0,1,05/18/2005,282750,299602,04/03/2019,1212
233 E 13th St 709 ,60605,70475414,27070.0,2017,Condominium,78844,2.0,2,04/13/2018,490000,30163,04/03/2019,562
233 E 13th St 710 ,60605,70474996,252680.0,2017,Condominium,78844,,1,12/02/2008,355000,324146,04/03/2019,23396
233 E 13th St 801 ,60605,70475191,22590.0,2017,Condominium,78844,,,,,30192,04/03/2019,599
233 E 13th St 802 ,60605,70474998,390090.0,2017,Condominium,78844,2.0,2,05/06/2016,600000,540705,04/03/2019,9859
233 E 13th St 803 ,60605,70475351,27070.0,2017,Condominium,78844,3.5,4,09/11/2018,600000,30169,04/03/2019,568
233 E 13th St 804 ,60605,70475215,22590.0,2017,Condominium,78844,1.0,1,09/18/2018,350000,30192,04/03/2019,599
233 E 13th St 805 ,60605,70475001,813170.0,2017,Condominium,78844,3.0,3,02/01/2005,949500,1061417,04/03/2019,9973
233 E 13th St 806 ,60605,70475002,516620.0,2017,Condominium,78844,2.0,2,08/11/2005,599500,659544,04/03/2019,1619
233 E 13th St 807 ,60605,70475003,290630.0,2017,Condominium,78844,2.0,2,01/24/2005,340460,483388,04/03/2019,24224
233 E 13th St 808 ,60605,70450095,22590.0,2017,Condominium,78844,1.0,1,07/20/2006,297000,300046,04/03/2019,1230
233 E 13th St 809 ,60605,70475004,304170.0,2017,Condominium,78844,,,01/12/2005,362500,451267,04/03/2019,11403
233 E 13th St 810 ,60605,70394138,254490.0,2017,Condominium,78844,2.0,2,01/09/2014,365000,402244,04/03/2019,18917
233 E 13th St 901 ,60605,70475005,333150.0,2017,Condominium,78844,,2,,,603209,04/03/2019,111036
233 E 13th St 902 ,60605,70475006,391900.0,2017,Condominium,78844,,,02/14/2005,455000,664166,04/03/2019,113090
233 E 13th St 903 ,60605,70475363,27070.0,2017,Condominium,78844,,,05/12/2016,395000,30163,04/03/2019,562
233 E 13th St 904 ,60605,70475343,27070.0,2017,Condominium,78844,1.0,1,10/19/2012,310000,30163,04/03/2019,562
233 E 13th St 905 ,60605,70475222,27070.0,2017,Condominium,78844,,3,,,30163,04/03/2019,562
233 E 13th St 906 ,60605,70475010,518430.0,2017,Condominium,78844,2.0,2,08/19/2016,620000,659790,04/03/2019,2497
233 E 13th St 907 ,60605,70475011,292440.0,2017,Condominium,78844,,,01/21/2005,348000,423456,04/03/2019,48871
233 E 13th St 908 ,60605,70475012,192990.0,2017,MultiFamily2To4,78844,1.0,1,09/05/2014,467500,326726,04/03/2019,10292
233 E 13th St 909 ,60605,70475013,305980.0,2017,Condominium,45600,2.0,2,03/18/2019,477500,473250,04/03/2019,25278
233 E 13th St 910 ,60605,70475014,256300.0,2017,Condominium,78844,2.0,2,06/23/2009,340000,332404,04/03/2019,25370
233 E 13th St 1001 ,60605,70475015,334970.0,2017,Condominium,78844,2.0,2,06/22/2016,551000,523950,04/03/2019,26654
233 E 13th St 1002 ,60605,70475225,27070.0,2017,Condominium,78844,2.0,2,03/13/2014,556000,30163,04/03/2019,562
233 E 13th St 1003 ,60605,70475017,425360.0,2017,Condominium,78844,,,02/17/2005,500000,685520,04/03/2019,114445
233 E 13th St 1004 ,60605,70475018,276130.0,2017,SingleFamily,78844,1.0,1,09/23/2005,370000,346349,04/03/2019,9824
233 E 13th St 1005 ,60605,70475331,27070.0,2017,Condominium,78844,3.0,3,07/01/2013,900000,30169,04/03/2019,568
233 E 13th St 1006 ,60605,70475020,520240.0,2017,Condominium,45600,2.0,2,07/28/2015,590000,660669,04/03/2019,521
233 E 13th St 1007 ,60605,70475021,294250.0,2017,Condominium,78844,,2,02/14/2005,354000,424309,04/03/2019,47772
233 E 13th St 1008 ,60605,70475022,194800.0,2017,Condominium,78844,,,02/14/2005,242000,278899,04/03/2019,23111
233 E 13th St 1009 ,60605,70475023,307790.0,2017,Condominium,78844,,,02/16/2005,364500,460710,04/03/2019,17067
233 E 13th St 1010 ,60605,70475024,258110.0,2017,Condominium,78844,2.0,2,02/20/2018,400000,402848,04/03/2019,17343
233 E 13th St 1101 ,60605,70475025,336690.0,2017,Condominium,78844,2.0,2,10/15/2018,540000,531602,04/03/2019,11565
233 E 13th St 1102 ,60605,70450082,395520.0,2017,Condominium,78844,,,11/03/2006,565000,669389,04/03/2019,118863
233 E 13th St 1103 ,60605,70475026,427170.0,2017,Condominium,78844,,2,05/23/2005,518535,685311,04/03/2019,113366
233 E 13th St 1104 ,60605,70475037,279760.0,2017,Condominium,78844,1.0,1,09/01/2005,376200,344336,04/03/2019,10693
233 E 13th St 1105 ,60605,70475028,823090.0,2017,Condominium,78844,3.0,3,12/20/2013,1050000,1067218,04/03/2019,-3339
233 E 13th St 1106 ,60605,2090432050,,,Condominium,,2.0,2,04/05/2018,712000,593973,04/03/2019,-44631
233 E 13th St 1107 ,60605,70475030,296070.0,2017,Condominium,78844,2.0,2,10/06/2016,500000,483128,04/03/2019,25424
233 E 13th St 1109 ,60605,70475032,309600.0,2017,MultiFamily2To4,78844,2.0,2,06/05/2015,315000,473568,04/03/2019,17572
233 E 13th St 1110 ,60605,70475226,22590.0,2017,Condominium,78844,,,04/12/2010,347000,30192,04/03/2019,599
233 E 13th St 1201 ,60605,70475121,367480.0,2017,Condominium,78844,2.0,2,08/24/2005,480000,530011,04/03/2019,8765
233 E 13th St 1202 ,60605,70475122,426220.0,2017,Condominium,78844,2.0,2,06/29/2016,587500,535820,04/03/2019,19340
233 E 13th St 1203 ,60605,70475036,428890.0,2017,Condominium,78844,2.0,2,10/18/2016,535000,588483,04/03/2019,19638
233 E 13th St 1204 ,60605,70475037,279760.0,2017,Condominium,78844,1.0,1,09/01/2005,376200,344336,04/03/2019,10693
233 E 13th St 1205 ,60605,70475038,826710.0,2017,Condominium,78844,3.0,3,12/05/2014,930000,1071552,04/03/2019,-9302
233 E 13th St 1206 ,60605,70475039,523870.0,2017,Condominium,78844,,2,10/03/2005,696000,804476,04/03/2019,123575
233 E 13th St 1207 ,60605,70475040,297880.0,2017,Condominium,78844,2.0,2,02/14/2014,475000,482567,04/03/2019,26080
233 E 13th St 1208 ,60605,70475041,198420.0,2017,Condominium,78844,,1,03/14/2006,281000,279447,04/03/2019,22657
233 E 13th St 1209 ,60605,70475317,27070.0,2017,Condominium,78844,2.0,2,06/02/2016,525000,30163,04/03/2019,562
233 E 13th St 1210 ,60605,70475043,261740.0,2017,Condominium,78844,2.0,2,03/11/2005,319000,492807,04/03/2019,57804
233 E 13th St 1301 ,60605,70475261,22590.0,2017,Condominium,78844,2.0,2,12/27/2013,425000,30192,04/03/2019,599
233 E 13th St 1302 ,60605,70475131,430700.0,2017,Condominium,78844,,2,03/01/2007,580000,684710,04/03/2019,107282
233 E 13th St 1303 ,60605,70475046,430700.0,2017,Condominium,78844,,,03/03/2005,578000,684663,04/03/2019,109818
233 E 13th St 1304 ,60605,70475280,27070.0,2017,Condominium,78844,1.0,1,01/26/2010,300000,30169,04/03/2019,568
233 E 13th St 1305 ,60605,70475276,27070.0,2017,Condominium,78844,,,,,30169,04/03/2019,568
233 E 13th St 1306 ,60605,70475049,525680.0,2017,Condominium,78844,2.0,2,05/29/2013,540000,658208,04/03/2019,1877
233 E 13th St 1307 ,60605,70475156,22590.0,2017,Condominium,78844,2.0,2,09/29/2014,460000,30192,04/03/2019,599
233 E 13th St 1308 ,60605,70475051,200230.0,2017,Condominium,78844,1.0,1,05/25/2017,335000,314543,04/03/2019,12356
233 E 13th St 1309 ,60605,70475136,344890.0,2017,Condominium,78844,,2,10/16/2007,484000,622028,04/03/2019,101569
233 E 13th St 1310 ,60605,70475053,263550.0,2017,Condominium,78844,2.0,2,08/10/2016,412000,405774,04/03/2019,17760
233 E 13th St 1401 ,60605,70450098,22590.0,2017,Condominium,78844,2.0,2,09/25/2014,270000,30193,04/03/2019,600
233 E 13th St 1402 ,60605,70475054,400960.0,2017,Condominium,78844,2.0,2,,,539530,04/03/2019,11748
233 E 13th St 1403 ,60605,70475233,40710.0,2017,Condominium,78844,2.0,2,12/15/2015,542500,37214,04/03/2019,-4563
233 E 13th St 1404 ,60605,70475056,283380.0,2017,Condominium,78844,1.0,1,07/29/2016,375000,355140,04/03/2019,9521
233 E 13th St 1405 ,60605,70475417,27070.0,2017,Condominium,78844,3.0,3,05/21/2015,1075000,30169,04/03/2019,568
233 E 13th St 1406 ,60605,70475058,527490.0,2017,Condominium,78844,,2,03/13/2015,582500,806001,04/03/2019,123384
233 E 13th St 1407 ,60605,70475059,301500.0,2017,MultiFamily2To4,78844,2.0,2,03/18/2005,356580,483327,04/03/2019,26487
233 E 13th St 1408 ,60605,2085530614,,,Condominium,,1.0,1,,,337042,04/03/2019,
233 E 13th St 1409 ,60605,70475171,22590.0,2017,Condominium,78844,3.0,4,07/23/2007,471500,763048,04/03/2019,-12883
233 E 13th St 1410 ,60605,70475062,265360.0,2017,Condominium,78844,,,10/21/2008,360000,350435,04/03/2019,30872
233 E 13th St 1501 ,60605,70475063,343940.0,2017,MultiFamily2To4,78844,2.0,2,07/29/2005,485000,530777,04/03/2019,10007
233 E 13th St 1502 ,60605,70475064,402770.0,2017,Condominium,78844,2.0,2,03/13/2015,582500,544008,04/03/2019,12839
233 E 13th St 1503 ,60605,70475241,22590.0,2017,Condominium,78844,2.0,2,04/08/2005,483500,30192,04/03/2019,599
233 E 13th St 1504 ,60605,70475066,285190.0,2017,Condominium,78844,3.5,3,06/30/2016,375000,954160,04/03/2019,-22970
233 E 13th St 1506 ,60605,70475149,570880.0,2017,Condominium,78844,,,10/05/2010,565000,827589,04/03/2019,96333
233 E 13th St 1507 ,60605,70475187,22590.0,2017,Condominium,78844,2.0,2,04/13/2016,510000,30193,04/03/2019,600
233 E 13th St 1508 ,60605,70475070,203860.0,2017,Apartment,78844,1.0,1,04/12/2005,260500,,01/01/1970,
233 E 13th St 1509 ,60605,70475071,316850.0,2017,MultiFamily2To4,78844,2.0,2,04/11/2005,376920,467019,04/03/2019,13375
233 E 13th St 1510 ,60605,70475361,27070.0,2017,Condominium,78844,2.0,2,05/12/2016,395000,30163,04/03/2019,562
233 E 13th St 1601 ,60605,70475073,346700.0,2017,Condominium,78844,,,05/10/2005,385610,623681,04/03/2019,104109
233 E 13th St 1602 ,60605,70475074,405430.0,2017,Condominium,78844,3.5,3,01/12/2010,465000,677119,04/03/2019,124518
233 E 13th St 1603 ,60605,70475075,437100.0,2017,Condominium,78844,,,04/12/2005,536500,681002,04/03/2019,106503
233 E 13th St 1604 ,60605,70475265,27070.0,2017,Condominium,78844,1.0,1,11/30/2016,385500,30163,04/03/2019,562
233 E 13th St 1605 ,60605,70475376,27070.0,2017,Condominium,78844,,,08/16/2012,15000,30169,04/03/2019,568
233 E 13th St 1607 ,60605,70475196,22590.0,2017,Condominium,78844,2.0,2,04/14/2005,369000,30192,04/03/2019,599
233 E 13th St 1608 ,60605,70475080,206530.0,2017,Condominium,78844,1.0,1,04/13/2005,232000,332939,04/03/2019,9654
233 E 13th St 1609 ,60605,70475081,319520.0,2017,SingleFamily,78844,2.0,2,09/19/2016,533000,476997,04/03/2019,21368
233 E 13th St 1610 ,60605,70475082,269840.0,2017,Condominium,78844,2.0,2,04/11/2016,392500,427160,04/03/2019,27002
233 E 13th St 1701 ,60605,70475244,22590.0,2017,Condominium,78844,,2,05/09/2005,397000,30192,04/03/2019,599
233 E 13th St 1702 ,60605,70475178,40710.0,2017,Condominium,78844,2.0,2,06/18/2010,515000,46571,04/03/2019,4215
233 E 13th St 1703 ,60605,70475085,439760.0,2017,Condominium,78844,,2,05/02/2005,524500,679704,04/03/2019,104751
233 E 13th St 1705 ,60605,70450084,1138140.0,2017,Condominium,78844,,,05/13/2005,1499000,1377871,04/03/2019,-2497
233 E 13th St 1706 ,60605,70475315,27070.0,2017,Condominium,78844,,2,05/22/2005,604770,30163,04/03/2019,562
233 E 13th St 1707 ,60605,70475087,308750.0,2017,MultiFamily2To4,78844,2.0,2,04/29/2005,344000,484150,04/03/2019,24507
233 E 13th St 1708 ,60605,70475088,209290.0,2017,Condominium,78844,1.0,1,08/14/2013,300000,331457,04/03/2019,13244
233 E 13th St 1709 ,60605,70475089,322280.0,2017,MultiFamily2To4,78844,2.0,2,04/14/2005,366000,468213,04/03/2019,15275
233 E 13th St 1710 ,60605,70475090,272510.0,2017,MultiFamily2To4,78844,2.0,2,03/17/2014,385000,434555,04/03/2019,31973
233 E 13th St 1801 ,60605,70475166,22590.0,2017,Condominium,78844,,,09/02/2009,400000,30193,04/03/2019,600
233 E 13th St 1802 ,60605,70450085,410870.0,2017,Condominium,78844,,2,05/05/2005,499000,675272,04/03/2019,121294
233 E 13th St 1803 ,60605,70475162,22590.0,2017,Condominium,78844,,2,06/22/2005,546000,30193,04/03/2019,600
233 E 13th St 1804 ,60605,70450086,1145390.0,2017,Condominium,78844,3.0,3,08/16/2012,15000,1341380,04/03/2019,-14737
233 E 13th St 1805 ,60605,70475376,27070.0,2017,Condominium,78844,,,08/16/2012,15000,30169,04/03/2019,568
233 E 13th St 1806 ,60605,70475358,27070.0,2017,Condominium,78844,2.0,2,,,30163,04/03/2019,562
233 E 13th St 1807 ,60605,70475228,22590.0,2017,Condominium,78844,,2,04/27/2005,407000,30192,04/03/2019,599
233 E 13th St 1808 ,60605,70475095,211970.0,2017,MultiFamily2To4,78844,1.0,1,09/17/2008,318500,332220,04/03/2019,11146
233 E 13th St 1809 ,60605,70475242,22590.0,2017,Condominium,78844,2.0,2,05/11/2007,471500,30192,04/03/2019,599
233 E 13th St 1810 ,60605,70475367,27070.0,2017,Condominium,78844,2.0,2,03/12/2018,388000,30169,04/03/2019,568
233 E 13th St 1901 ,60605,70475098,354800.0,2017,Condominium,78844,2.0,2,06/06/2014,520000,529732,04/03/2019,10972
233 E 13th St 1902 ,60605,70450085,410870.0,2017,Condominium,78844,,2,05/05/2005,499000,675272,04/03/2019,121294
233 E 13th St 1903 ,60605,70475344,27070.0,2017,Condominium,78844,2.0,2,02/08/2010,515000,30163,04/03/2019,562
233 E 13th St 1906 ,60605,70475358,27070.0,2017,Condominium,78844,2.0,2,,,30163,04/03/2019,562
233 E 13th St 1907 ,60605,70475103,314090.0,2017,Condominium,78844,2.0,2,07/27/2012,436000,486169,04/03/2019,27451
233 E 13th St 1908 ,60605,70475104,214730.0,2017,Condominium,78844,1.0,1,07/14/2016,340000,330357,04/03/2019,13207
233 E 13th St 1909 ,60605,70475105,327720.0,2017,Condominium,78844,,,05/06/2005,386500,569741,04/03/2019,96641
233 E 13th St 1910 ,60605,2087298006,277950.0,2017,Apartment,78844,1.0,1,08/05/2015,405000,,01/01/1970,
233 E 13th St 2001 ,60605,70475107,358420.0,2017,Condominium,78844,2.0,2,08/26/2015,540000,529356,04/03/2019,10945
233 E 13th St 2002 ,60605,70475392,27070.0,2017,Condominium,78844,2.0,2,08/19/2016,590000,30163,04/03/2019,562
233 E 13th St 2003 ,60605,70450087,448820.0,2017,Condominium,78844,,2,11/01/2006,614000,688522,04/03/2019,107340
233 E 13th St 2005 ,60605,70475327,27070.0,2017,Condominium,78844,3.0,3,07/18/2013,1400000,30169,04/03/2019,568
233 E 13th St 2006 ,60605,70475382,27070.0,2017,Condominium,78844,,,,,30163,04/03/2019,562
233 E 13th St 2007 ,60605,70475249,22590.0,2017,Condominium,78844,2.0,2,05/18/2005,386500,30192,04/03/2019,599
233 E 13th St 2008 ,60605,70475022,194800.0,2017,Condominium,78844,,,02/14/2005,242000,278899,04/03/2019,23111
233 E 13th St 2009 ,60605,70475113,331340.0,2017,MultiFamily2To4,78844,2.0,2,05/25/2005,384000,473432,04/03/2019,16778
233 E 13th St 2010 ,60605,70475114,281570.0,2017,Condominium,78844,,2,05/19/2005,341500,389323,04/03/2019,57033
233 E 13th St 2101 ,60605,70450088,362910.0,2017,Condominium,78844,2.0,2,07/11/2012,452000,529785,04/03/2019,8970
233 E 13th St 2102 ,60605,70475115,421740.0,2017,MultiFamily2To4,78844,2.0,2,06/07/2005,528000,590182,04/03/2019,12271
233 E 13th St 2103 ,60605,70475217,22590.0,2017,Condominium,78844,2.0,2,12/01/2010,495000,30192,04/03/2019,599
233 E 13th St 2105 ,60605,70475345,27070.0,2017,Condominium,78844,,,07/02/2008,2083000,30163,04/03/2019,562
233 E 13th St 2106 ,60605,2090432050,,,Condominium,,2.0,2,04/05/2018,712000,593973,04/03/2019,-44631
233 E 13th St 2107 ,60605,70475195,22590.0,2017,Condominium,78844,2.0,2,09/15/2016,515000,30192,04/03/2019,599
233 E 13th St 2108 ,60605,70475031,196610.0,2017,Condominium,78844,1.0,1,06/11/2015,315000,336170,04/03/2019,20516
233 E 13th St 2109 ,60605,70450089,335830.0,2017,SingleFamily,78844,2.0,2,01/20/2012,2800,482609,04/03/2019,-2146
233 E 13th St 2201 ,60605,70475121,367480.0,2017,Condominium,78844,2.0,2,08/24/2005,480000,530011,04/03/2019,8765
233 E 13th St 2202 ,60605,70475122,426220.0,2017,Condominium,78844,2.0,2,06/29/2016,587500,535820,04/03/2019,19340
233 E 13th St 2205 ,60605,70475124,1424200.0,2017,Condominium,78844,3.0,3,12/12/2018,1500000,1543864,04/03/2019,-2330
233 E 13th St 2206 ,60605,70475194,22590.0,2017,Condominium,78844,2.0,2,10/01/2009,550000,30192,04/03/2019,599
233 E 13th St 2207 ,60605,70475126,326770.0,2017,Condominium,78844,2.0,2,07/25/2018,560000,536721,04/03/2019,4840
233 E 13th St 2208 ,60605,70475127,227310.0,2017,Condominium,850,,1,12/11/2013,310000,328470,04/03/2019,11902
233 E 13th St 2209 ,60605,70475128,340310.0,2017,Condominium,78844,2.0,2,11/30/2010,2500,621479,04/03/2019,103721
233 E 13th St 2210 ,60605,70475129,290630.0,2017,MultiFamily2To4,78844,2.0,2,06/14/2005,395310,496630,04/03/2019,49654
233 E 13th St 2301 ,60605,70475130,371970.0,2017,Condominium,78844,2.0,2,12/31/2018,570000,531087,04/03/2019,6099
233 E 13th St 2302 ,60605,70475131,430700.0,2017,Condominium,78844,,2,03/01/2007,580000,684710,04/03/2019,107282
233 E 13th St 2303 ,60605,70450090,462360.0,2017,Condominium,78844,2.0,2,07/05/2016,588000,602030,04/03/2019,660
233 E 13th St 2306 ,60605,70475133,557330.0,2017,Condominium,78844,,2,10/29/2010,572500,814964,04/03/2019,119125
233 E 13th St 2307 ,60605,70475134,331340.0,2017,Condominium,78844,2.0,2,10/24/2005,475000,526884,04/03/2019,43010
233 E 13th St 2308 ,60605,70475051,200230.0,2017,Condominium,78844,1.0,1,05/25/2017,335000,314543,04/03/2019,12356
233 E 13th St 2309 ,60605,70475136,344890.0,2017,Condominium,78844,,2,10/16/2007,484000,622028,04/03/2019,101569
233 E 13th St 2310 ,60605,70475402,27070.0,2017,Condominium,78844,2.0,2,12/15/2016,395000,30169,04/03/2019,568
233 E 13th St 2401 ,60605,70475138,376540.0,2017,Condominium,78844,2.0,2,08/29/2012,515000,531515,04/03/2019,6437
233 E 13th St 2402 ,60605,70475139,435280.0,2017,Condominium,78844,2.0,2,07/06/2018,625000,592751,04/03/2019,6306
233 E 13th St 2403 ,60605,70450091,466940.0,2017,Condominium,78844,,2,07/06/2005,639500,699546,04/03/2019,95324
233 E 13th St 2405 ,60605,70475368,31650.0,2017,Condominium,78844,3.0,3,06/25/2013,1600000,32277,04/03/2019,1417
233 E 13th St 2406 ,60605,70475141,561820.0,2017,MultiFamily2To4,78844,2.0,2,05/06/2013,3350,666606,04/03/2019,1307
233 E 13th St 2407 ,60605,70475142,335830.0,2017,Condominium,78844,,,07/13/2005,382000,610194,04/03/2019,99790
233 E 13th St 2408 ,60605,70475143,236370.0,2017,Condominium,78844,1.0,1,07/21/2005,300500,327020,04/03/2019,13274
233 E 13th St 2409 ,60605,70450092,349360.0,2017,MultiFamily2To4,78844,2.0,2,01/22/2007,456000,495799,04/03/2019,-2616
233 E 13th St 2410 ,60605,70475144,299690.0,2017,Condominium,78844,2.0,2,03/16/2018,395000,487286,04/03/2019,57411
233 E 13th St 2501 ,60605,70475145,385510.0,2017,MultiFamily2To4,78844,2.0,2,07/14/2005,454000,534727,04/03/2019,5290
233 E 13th St 2503 ,60605,70475147,475900.0,2017,MultiFamily2To4,78844,2.0,2,08/08/2018,650000,608746,04/03/2019,-11011
233 E 13th St 2505 ,60605,70450105,27070.0,2017,Condominium,78844,,,11/12/2009,27500,30169,04/03/2019,568
233 E 13th St 2506 ,60605,70475149,570880.0,2017,Condominium,78844,,,10/05/2010,565000,827589,04/03/2019,96333
233 E 13th St 2507 ,60605,70475250,22590.0,2017,Condominium,78844,,,10/14/2005,418770,30192,04/03/2019,599
233 E 13th St 2508 ,60605,70475266,22590.0,2017,Condominium,78844,1.0,1,08/03/2016,360000,30192,04/03/2019,599
233 E 13th St 2510 ,60605,70475153,308750.0,2017,Condominium,78844,2.0,2,,,432753,04/03/2019,12486
233 E 13th St CSU1 ,60605,70475430,27070.0,2017,Condominium,78844,,,,,30013,04/03/2019,422
233 E 13th St GU1 ,60605,70475154,22590.0,2017,Condominium,78844,,,,,30133,04/03/2019,544
233 E 13th St GU102 ,60605,70475247,22590.0,2017,Condominium,78844,,,07/11/2012,452000,30133,04/03/2019,544
233 E 13th St GU103 ,60605,70475248,22590.0,2017,Condominium,78844,2.0,2,,,458683,04/03/2019,-41465
233 E 13th St GU107 ,60605,70475252,22590.0,2017,Condominium,78844,,,,,30133,04/03/2019,544
233 E 13th St GU110 ,60605,70475255,40710.0,2017,Condominium,78844,,,,,48152,04/03/2019,5679
233 E 13th St GU111 ,60605,70475256,40710.0,2017,Condominium,78844,,,,,48152,04/03/2019,5679
233 E 13th St GU112 ,60605,70475257,40710.0,2017,Condominium,78844,,,,,48152,04/03/2019,5679
